Sort,Variabele,Begrotingsprogramma,Thema,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,Groep,Format,Berekendevariabelen,Themakerncijfertabel,Tussenkopjekerncijfertabel,Kleurenpalet,Legendacode,Sdminimumbevtotaal,Sdminimumwvoorbag,Topicarea,Label1,Definition,Referencedate,Frequency
2290,WHUURVRIJCORP_P,Wonen en Groen,Wonen,Huur: % vrije sector (corporatie),Vrije sector (corporatie %),"Aandeel huurwoningen in de vrije sector in het bezit van een woningcorporatie op de totale woningvoorraad. Vrije sector wil zeggen dat de huur boven de liberalisatiegrens ligt. Met een huur boven de liberalisatiegrens is de hoogte van de huur niet meer gereguleerd en kan men niet meer in aanmerking komen voor huurtoeslag. 











2023: 808 euro



2021: 752 euro



2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen. De cijfers tot 2015 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,Rent: % commercial (corporation),"Percentage of the housing stock that is owned by a corporation and has a rent above the maximum limit for rent subsidy.















Subsidy limit: 







2023: 808 euro



2021: 752 euro







2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",,
2300,WHUURVRIJPART_P,Wonen en Groen,Wonen,Huur: % vrije sector (particulier),Vrije sector (particulier %),"Aandeel huurwoningen in de vrije sector in het bezit van particulieren op de totale woningvoorraad. Met een huur boven de liberalisatiegrens is de hoogte van de huur niet meer gereguleerd en kan men niet meer in aanmerking komen voor huurtoeslag. 







2023: 808 euro



2021: 752 euro







2019: 720 euro







2017:  711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen. De cijfers tot 2015 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,Rent: % commercial (private sector),"Percentage of the housing stock that is owned by the private sector and has a rent above the maximum limit for rent subsidy.















Subsidy limit: 



2023: 808 euro



2021: 752 euro



2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",,
2310,WHUURQUOTE,Wonen en Groen,Wonen,Huurquote,Huurquote,"De huurquote is het percentage van het inkomen dat besteed wordt aan kale huur minus de huurtoeslag.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,5,%,,F8.,,,,3,2,,,Housing,Rent ratio,"The rent ratio: Percentage of income spent on basic rent minus rent subsidy.















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2320,WLASTEN_R,Wonen en Groen,Wonen,Betaalbaarheid woning (1-10),Betaalbaarheid woning (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de huur/hypotheek van uw woning? (betaalbaarheid)















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,5,,,F5.1,,,,1,1,,,Housing,Affordabilaty home,"Average answer to the question: 







Please indicate to what degree you are satisfied with the affordabilitay of your home (rent or mortgage). 







Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2330,WWONING_R,Wonen en Groen,Wonen,Tevredenheid met eigen woning (1-10),Eigen woning (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wilt u aangeven in welke mate u tevreden bent over uw woning? (totaaloordeel).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Stedelijke ontwikkeling en wonen,Wonen,1,1,,,Housing,Satisfaction with home,"Average answer to the question: 







Please indicate to what degree you are satisfied with your home. 







You can use a score on a scale from 1 to 10. A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
2340,WWONINGCORP_R,Wonen en Groen,Wonen,Tevredenheid met eigen corporatiewoning (1-10),Eigen corporatiewoning (1-10),"Gemiddeld rapportcijfer dat bewoners van een corporatiewoning geven als antwoord op de vraag: Wilt u aangeven in welke mate u tevreden bent over uw woning? (totaaloordeel).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Housing,Satisfaction with corporation home,"Average answer of inhabitants of corporation houses to the question: 







Please indicate to what degree you are satisfied with your home? 







You can use a score on a scale from 1 to 10. 







A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.







",n.a.,every two years
2350,WWONING65_R,Wonen en Groen,Wonen,Tevredenheid met eigen woning (65+),Eigen woning (65+; 1-10),"Gemiddeld rapportcijfer dat bewoners van 65 jaar of ouder geven als antwoord op de vraag: Wilt u aangeven in welke mate u tevreden bent over uw woning? (totaaloordeel).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Housing,Satisfaction with home (65+ years),"Average answer by people aged 65 and over to the question: 







Please indicate to what degree you are satisfied with your home. 







You can use a score on a scale from 1 to 10. A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
910,BEV45_49,Bevolking,Bevolking leeftijd,45-49 jaar,45-49 jaar,Personen in de leeftijd 45 t/m 49 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Basisinformatie / O&S,1 januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,,,9,3,,,Population age,45- 49 years,Number of people registered in Amsterdam aged 45 to 49 on January 1st.,1 January,once a year
2360,WONDERHOUDWONING_R,Wonen en Groen,Wonen,Onderhoud eigen woning (1-10),Onderhoud eigen woning (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de staat van onderhoud van uw woning?















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Housing,Maintenance own home (1-10),"Average answer to the question:







How would you assess the condition of your home? 







You can use a score on a scale from 1 to 10. A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2370,ORONDERHOUDWONINGEN_R,Wonen en Groen,Wonen,Onderhoud woningen buurt (1-10),Onderhoud woningen buurt (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de staat van onderhoud van de woningen in de buurt? (1= ruim onvoldoende, 10 = ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Housing,Maintenance housing in neighbourhood  (1-10),"Average answer to the question:







How would you assess the maintenance of the housing in the neighbourhood?  







You can use a score on a scale from 1 to 10. 1 = very insufficient and 10 = very sufficient.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
2380,WVERHUIS_P,Wonen en Groen,Wonen,Verhuisgeneigden (%),Verhuisgeneigden (%),"Aandeel bewoners dat de komende twee jaar wil verhuizen.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,Stedelijke ontwikkeling en wonen,Wonen,3,2,,,Housing,Wish to move (%),"Percentage of the population that answer ""definitely"" to the following question:







Do you want to move within the next two years?















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2390,WVERHUIS65_P,Wonen en Groen,Wonen,Verhuisgeneigden (% 65+),Verhuisgeneigden (% 65+),"Aandeel bewoners van 65 jaar en ouder dat de komende twee jaar wil verhuizen.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,Wish to move 65+ (%),"Percentage of population aged 65 years and over that answer ""definitely"" to the following question:







Do you want to move within the next two years?















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2400,LBUURT_R,Wonen en Groen,Wonen,Buurt: tevredenheid met eigen buurt (1-10),Eigen buurt (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe tevreden bent u met uw buurt? (totaaloordeel) (1=zeer ontevreden, 10=zeer tevreden).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Stedelijke ontwikkeling en wonen,Oordeel buurt,1,1,,,Housing,Neighbourhood: Satisfaction with neighbourhood (1-10),"Average answer to the question: 







How satisfied are you with your neighbourhood?







You can use a score on a scale from 1 to 10. A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.







",n.a.,every two years
2420,LVERWACHTINGBUURT_R,Wonen en Groen,Wonen,Buurt: buurtontwikkeling (1-10),Buurtontwikkeling (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe denkt u dat de buurt waar u woont zich de komende jaren zal ontwikkelen? (1=zeer negatief, 10 =zeer positief).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Stedelijke ontwikkeling en wonen,Oordeel buurt,1,1,,,Housing,Neighbourhood: Expected development (1-10),"Average answer to the question: 







How do you think your neighbourhood will develop in the coming years?







You can use a score on a scale from 1 to 10. A high score means a positive assessment, a low score is a negative assessment.















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2460,LTHUISVOELEN_R,Wonen en Groen,Wonen,Buurt: Thuisvoelen (1-10),Thuisvoelen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Voelt u zich thuis in uw buurt? (1= helemaal niet thuis, 10 = zeer thuis).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Housing,Neighbourhood: feeling at home (1-10),"Average answer to the question: 







Do you feel at home in your neighbourhood?







1 = not at home at all and 10 = very at home















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
8190,LBETROKKEN_R,Wonen,Wonen,Betrokkenheid buurtbewoners (1-10),Betrokkenheid buurt (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de betrokkenheid van de buurtbewoners bij de buurt? (1= geen betrokkenheid, 10= grote betrokkenheid).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,"Werk, inkomen en participatie",Participatie,1,1,,,Housing,Involvement neighbours (1-10),"Average answer to the question: 







How would you assess the degree of involvement of your neighbours in your neighbourhood? 







1 = no involvement and 10 = great involvement















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
6920,WZZORGVOORZIENINGEN_R,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Aanbod zorgvoorzieningen (1-10),Zorgvoorzieningen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 







Wat vindt u van het aanbod van zorgvoorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,"Welzijn, zorg en sport",Zorg,1,1,,,Well-being and care,Health care facilities (1-10),"Average answer to the question: 







What is your opinion on the availability of healthcare facilities (such as family doctors) in your neighbourhood? 1 = very insufficient and 10 = very sufficient 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
